Species,Database,management_practices.value,management_practices.unit,conservation_notes.value,threats.value,threats.unit,scope.value,scope.unit,timing.value,timing.unit,severity.value,severity.unit,score.value,score.unit,threats_notes.value,threats.value1,threats.value2,threats.value3,scope.value1,scope.value2,scope.value3,timing.value1,timing.value2,timing.value3,severity.value1,severity.value2,severity.value3,score.value1,score.value2,score.value3,management_practices.value1,management_practices.value2,threats.value4,threats.value5,threats.value6,threats.value7,threats.value8,scope.value4,scope.value5,scope.value6,scope.value7,scope.value8,timing.value4,timing.value5,timing.value6,timing.value7,timing.value8,severity.value4,severity.value5,severity.value6,severity.value7,severity.value8,score.value4,score.value5,score.value6,score.value7,score.value8,threats.value9,threats.value10,threats.value11,threats.value12,threats.value13,threats.value14,threats.value15,threats.value16,scope.value9,scope.value10,scope.value11,scope.value12,scope.value13,scope.value14,scope.value15,scope.value16,timing.value9,timing.value10,timing.value11,timing.value12,timing.value13,timing.value14,timing.value15,timing.value16,severity.value9,severity.value10,severity.value11,severity.value12,severity.value13,severity.value14,severity.value15,severity.value16,score.value9,score.value10,score.value11,score.value12,score.value13,score.value14,score.value15,score.value16,management_practices.value3,management_practices.value4,management_practices.value5,management_practices.value6,management_practices.value7,management_practices.value8,management_practices.value9,management_practices.value10,threats.value17,threats.value18,threats.value19,threats.value20,threats.value21,scope.value17,scope.value18,scope.value19,scope.value20,scope.value21,timing.value17,timing.value18,timing.value19,timing.value20,timing.value21,severity.value17,severity.value18,severity.value19,severity.value20,severity.value21,score.value17,score.value18,score.value19,score.value20,score.value21,threats.value22,threats.value23,scope.value22,scope.value23,timing.value22,timing.value23,severity.value22,severity.value23,score.value22,score.value23,threats.value24,threats.value25,threats.value26,threats.value27,scope.value24,scope.value25,scope.value26,scope.value27,timing.value24,timing.value25,timing.value26,timing.value27,severity.value24,severity.value25,severity.value26,severity.value27,score.value24,score.value25,score.value26,score.value27,management_practices.value11,threats.value28,threats.value29,threats.value30,threats.value31,threats.value32,threats.value33,scope.value28,scope.value29,scope.value30,scope.value31,scope.value32,scope.value33,timing.value28,timing.value29,timing.value30,timing.value31,timing.value32,timing.value33,severity.value28,severity.value29,severity.value30,severity.value31,severity.value32,severity.value33,score.value28,score.value29,score.value30,score.value31,score.value32,score.value33,threats.value34,threats.value35,timing.value34,timing.value35,score.value34,score.value35
Lorius_garrulus,iucn,NA,unit,"Conservation Actions Underway
CITES Appendix II. In 2002, ProFauna Indonesia, in collaboration with the Royal Society for the Prevention of Cruelty to Animals (RSPCA) from the UK, launched a report to publicise the numbers of parrots trapped in North Maluku in 2001 (R. Tri Prayudhi in litt. 2008). This was followed by campaigns conducted by ProFauna Indonesia, supported by Yayasan KAMU, a local NGO. In 2008, a further report was launched by ProFauna Indonesia, again with the support of the RSPCA, to raise awareness of the capture and smuggling of parrots from North Halmahera (R. Tri Prayudhi in litt. 2008). A healthy population occurs in 167,300 ha of forest at Lalobata and Ake Tajawe on Halmahera which was declared a national park in 2004, although illegal logging and bird trapping have continued (Anon 2008). Since August 2007, a project has been aiming to effectively manage the protected area, by building capacity for effective management, monitoring illegal trade and raising public awareness and support (Anon 2008).  Conservation Actions Proposed
Conduct long-term research into its population size, age structure, ranging behaviour and the relative effects of different threats. Monitor trade.  Initiate a conservation awareness campaign. Increase anti-poaching and anti-smuggling operations, perhaps through improved patrolling by the Indonesian Navy or maritime police (R. Tri Prayudhi in litt. 2008). 
",NA,unit,NA,unit,NA,unit,NA,unit,NA,unit,"The main threat stems from trapping for the cage-bird trade. This is the most popular bird exported from east Indonesia, largely owing to its strong imitative abilities. Several thousand individuals were legally taken from the wild annually during the 1980s and early 1990s, although the true figure was probably much higher. Legal trade declined through the 1990s and ceased in 2003 (Poulsen et al. 1999); however, illegal trade continues: in 2007 around 2,800 were recorded as poached and in 2008, 60 were recorded in trade in Javan bird markets (R. Nursahid per J. Gilardi in litt. 2009). Forests within its range were largely intact at the outset of the 1990s, but exploitation by logging companies for economically valuable timber has become intensive (e.g. Vetter 2009). Important nesting-trees are targeted for extraction because of their large size, and with logging roads greatly facilitating access for trappers, this represents an increasingly significant combination of threats. ",Housing & urban areas,Hunting & trapping terrestrial animals,Intentional use (species is the target),Minority (<50%),Majority (50-90%),Majority (50-90%),Ongoing,Ongoing,Ongoing,"Slow, Significant Declines",Rapid Declines,Rapid Declines,Low Impact: 5,Medium Impact: 7,Medium Impact: 7,Species management,Trade management,Logging & wood harvesting,Logging & wood harvesting,Unintentional effects: (subsistence/small scale) [harvest],Unintentional effects: (large scale) [harvest],NA,Majority (50-90%),Minority (<50%),Minority (<50%),Majority (50-90%),NA,Ongoing,Ongoing,Ongoing,Ongoing,NA,"Slow, Significant Declines","Slow, Significant Declines","Slow, Significant Declines","Slow, Significant Declines",NA,Medium Impact: 6,Low Impact: 5,Low Impact: 5,Medium Impact: 6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Awareness & communications,Compliance and enforcement,National level,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lorius_garrulus,anage,value,unit,value,value,unit,value,unit,value,unit,value,unit,value,unit,value,Housing & urban areas,Hunting & trapping terrestrial animals,Intentional use (species is the target),Minority (<50%),Majority (50-90%),Majority (50-90%),Ongoing,Ongoing,Ongoing,"Slow, Significant Declines",Rapid Declines,Rapid Declines,Low Impact: 5,Medium Impact: 7,Medium Impact: 7,Species management,Trade management,Logging & wood harvesting,Logging & wood harvesting,Unintentional effects: (subsistence/small scale) [harvest],Unintentional effects: (large scale) [harvest],NA,Majority (50-90%),Minority (<50%),Minority (<50%),Majority (50-90%),NA,Ongoing,Ongoing,Ongoing,Ongoing,NA,"Slow, Significant Declines","Slow, Significant Declines","Slow, Significant Declines","Slow, Significant Declines",NA,Medium Impact: 6,Low Impact: 5,Low Impact: 5,Medium Impact: 6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Awareness & communications,Compliance and enforcement,National level,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lorius_garrulus,eol,value,unit,value,value,unit,value,unit,value,unit,value,unit,value,unit,value,Housing & urban areas,Hunting & trapping terrestrial animals,Intentional use (species is the target),Minority (<50%),Majority (50-90%),Majority (50-90%),Ongoing,Ongoing,Ongoing,"Slow, Significant Declines",Rapid Declines,Rapid Declines,Low Impact: 5,Medium Impact: 7,Medium Impact: 7,Species management,Trade management,Logging & wood harvesting,Logging & wood harvesting,Unintentional effects: (subsistence/small scale) [harvest],Unintentional effects: (large scale) [harvest],NA,Majority (50-90%),Minority (<50%),Minority (<50%),Majority (50-90%),NA,Ongoing,Ongoing,Ongoing,Ongoing,NA,"Slow, Significant Declines","Slow, Significant Declines","Slow, Significant Declines","Slow, Significant Declines",NA,Medium Impact: 6,Low Impact: 5,Low Impact: 5,Medium Impact: 6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Awareness & communications,Compliance and enforcement,National level,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lorius_hypoinochrous,iucn,value,unit,"NA",value,unit,value,unit,value,unit,value,unit,value,unit,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lorius_hypoinochrous,eol,value,unit,value,value,unit,value,unit,value,unit,value,unit,value,unit,value,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lorius_lory,iucn,value,unit,"NA",value,unit,value,unit,value,unit,value,unit,value,unit,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lorius_lory,anage,value,unit,value,value,unit,value,unit,value,unit,value,unit,value,unit,value,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lorius_lory,eol,value,unit,value,value,unit,value,unit,value,unit,value,unit,value,unit,value,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Micropsitta_bruijnii,iucn,value,unit,"NA",value,unit,value,unit,value,unit,value,unit,value,unit,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Micropsitta_bruijnii,eol,value,unit,value,value,unit,value,unit,value,unit,value,unit,value,unit,value,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Micropsitta_finschii,iucn,value,unit,"NA",value,unit,value,unit,value,unit,value,unit,value,unit,"Although there are reports that it is poorly tolerant of logged and degraded forest (Schodde 1977, Buckingham et al. 1995) and local extirpations may have occurred (Blaber 1990), it is frequently recorded elsewhere in logged forest (B. Beehler in litt. 2000). However, the lowlands throughout the region are subject to extensive logging.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Micropsitta_finschii,eol,value,unit,value,value,unit,value,unit,value,unit,value,unit,value,unit,value,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Micropsitta_geelvinkiana,iucn,Resource & habitat protection,unit,"Conservation Actions Underway
It occurs in the 110 km2 Biak-Utara protected area (B. Beehler and S. van Balen in litt. 2000). CITES Appendix II.  Conservation Actions Proposed
Survey to assess population size. Use remote sensing to assess forest cover and trends. Regularly monitor at certain sites throughout its range to determine population trends. Protect significant areas of suitable forest on all islands where it occurs.  ",NA,unit,NA,unit,NA,unit,NA,unit,NA,unit,"On Biak and Numfor, forest is under heavy threat from logging and subsistence farming, but there appears to be large areas of forest remaining in interior Supiori (Bishop 1982, K. D. Bishop in litt. 1996, D. Holmes in litt. 2000).  ",Annual & perennial non-timber crops,Small-holder farming,Logging & wood harvesting,Majority (50-90%),Majority (50-90%),Majority (50-90%),Ongoing,Ongoing,Ongoing,"Slow, Significant Declines","Slow, Significant Declines","Slow, Significant Declines",Medium Impact: 6,Medium Impact: 6,Medium Impact: 6,NA,NA,Unintentional effects: (subsistence/small scale) [harvest],NA,NA,NA,NA,Majority (50-90%),NA,NA,NA,NA,Ongoing,NA,NA,NA,NA,"Slow, Significant Declines",NA,NA,NA,NA,Medium Impact: 6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
